"CHS_No","주5일이상아침식사결식률_청소년","신체이미지왜곡인지율_청소년","월간체중감소시도율_청소년","월간체중감소시도자의부적절한체중감소방법시도율_청소년","현재음주자의주류구매용이성_청소년","구매시도자의주류구매용이성_청소년","평생음주경험률_청소년","현재음주율_청소년","위험음주율_청소년","현재음주자의위험음주율_청소년","문제음주율_청소년","현재음주자의문제음주율_청소년","학교에서식사전비누이용손씻기실천율_청소년","집에서식사전비누이용손씻기실천율_청소년","주중평균수면시간_청소년","주관적수면충족률_청소년","학교에서점심식사후칫솔질실천율_청소년","주3일이상격렬한신체활동실천율_청소년","주3일이상근력강화운동실천율_청소년","안전띠착용률","횡단보도정지선준수율","횡단보도신호준수율","이륜차승차자안전모착용률","현재흡연자의담배구매용이성_청소년","구매시도자의담배구매용이성_청소년","주1일이상가정내간접흡연노출률_청소년","현재흡연율_청소년","매일흡연율_청소년","월20일이상흡연율_청소년","평생흡연경험률_청소년","미세먼지연간환경기준초과지역인구밀도","평균기온","평균최고기온","평균최저기온","최고기온","최저기온","합계강수량","합계일조시간","평균습도","지진발생횟수","공원수","공원면적","인구천명당도시공원조성면적","행정구역면적","체육시설수_전체","체육시설수_운동장","체육시설면적_전체","체육시설면적_운동장","인구천명당.체육시설수","인구천명당.체육시설면적","스포츠서비스업수","주점업수","패스트푸드점수","상수도보급률","하수도보급률","도로포장률","도로면적_합계","도로면적_일반도로","도로면적_자동차전용도로","도로면적_보행자전용도로","도로면적_자전거전용도로","도로면적_고가도로","도로면적_지하도로","보행자전용도로면적비율","의사수","치과의사수","한의사수","약사수","물리치료사수","작업치료사수","사회복지사수","인구천명당의료기관종사의사수","전문의합계","내과전문의","신경과전문의","정신건강의학과전문의","외과전문의","정형외과전문의","신경외과전문의","흉부외과전문의","성형외과전문의","마취통증의학과전문의","산부인과전문의","소아청소년과전문의","안과전문의","이비인후과전문의","피부과전문의","비뇨기과전문의","영상의학과전문의","방사선종양학과전문의","병리과전문의","진단검사의학과전문의","결핵과전문의","재활의학과전문의","핵의학과전문의","가정의학과전문의","응급의학과전문의","직업환경의학과전문의","예방의학과전문의","요양기관수_전체","요양기관수_상급종합병원","요양기관수_종합병원","요양기관수_병원","요양기관수_요양병원","요양기관수_의원","요양기관수_치과병원","요양기관수_치과의원","요양기관수_조산원","요양기관수_보건의료원","요양기관수_보건소","요양기관수_보건지소","요양기관수_보건진료소","요양기관수_한방병원","요양기관수_한의원","요양기관수_약국","의원_합계","의원_내과","의원_신경과","의원_정신건강의학과","의원_외과","의원_정형외과","의원_신경외과","의원_흉부외과","의원_성형외과","의원_마취통증의학과","의원_산부인과","의원_소아청소년과","의원_안과","의원_이비인후과","의원_피부과","의원_비뇨기과","의원_영상의학과","의원_병리과","의원_진단검사의학과","의원_결핵과","의원_재활의학과","의원_핵의학과","의원_가정의학과","의원_전문과목미표시전문의","의원_일반의","일반회계중보건세출비중","의료기관진료실인원_전체","의료기관진료비_전체","의료기관진료실인원_입원","의료기관진료비_입원","의료기관진료실인원_외래","의료기관진료비_외래","고혈압_진료실인원","고혈압_진료비","당뇨병_진료실인원","당뇨병_진료비","치주질환_진료실인원","치주질환_진료비","관절염_진료실인원","관절염_진료비","정신질환_진료실인원","정신질환_진료비","전염병_진료실인원","전염병_진료비","간질환_진료실인원","간질환_진료비","위암_진료실인원","위암_진료비","간암_진료실인원","간암_진료비","폐암_진료실인원","폐암_진료비","대장암_진료실인원","대장암_진료비","유방암_진료실인원","유방암_진료비","자궁경부암_진료실인원","자궁경부암_진료비","dia_grade","hbp_grade","dys_grade"
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.7609149,66.2948,84.89782184,74.98000142,0,0,0,0,0,0,0,277.2222222,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,300.1111111,6390600.444,10.79,356318889.2,9.555555556,4.555555556,4108742.556,37931.11111,0.016039547,7068.868208,26.33333333,226.5555556,184.8888889,97.54444444,93.32222222,96.10333333,15321980.44,13152521.78,1991417.222,117502,60539.44444,0,0,0.767881953,462.3333333,165.3333333,135.5555556,267.7777778,214.7777778,29.55555556,28.55555556,1.281111111,430.3333333,71.44444444,3.111111111,17.22222222,41.11111111,42.66666667,8,4.555555556,0.444444444,19.33333333,31,50.22222222,16.11111111,33,6.111111111,11.55555556,10.88888889,0,0.111111111,3.555555556,0,8.222222222,0.555555556,38.88888889,11.55555556,0.111111111,0.555555556,710.5555556,0,3.111111111,11.77777778,10.66666667,233.7777778,0.222222222,141.5555556,0.444444444,0,1,8.333333333,3.666666667,0.111111111,111.5555556,184.3333333,233.7777778,35.55555556,0.111111111,3.222222222,2.666666667,18.11111111,2.222222222,0,0.444444444,4.222222222,14.44444444,33.22222222,13.33333333,26.22222222,5.333333333,5,1,0,0,0,0.555555556,0,4.888888889,48.44444444,14.77777778,2.106944444,686150.5556,354142071.7,42563.88889,101460812,681378.4444,231298477.8,64430.33333,30702833,30026.55556,19851671.89,189412.4444,21666534.33,58649.33333,18848959.44,27218.44444,25250067.11,127727.4444,18941721.56,13977.77778,4450403.778,13977.77778,4450403.778,631.5555556,4865479.667,688,5435422.333,1403.222222,6084065.444,1608.444444,6387243.222,363.6666667,955504,"A","A","B"
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.78485658,62.67704444,87.496393,79.22799007,0,0,0,0,0,0,0,26754.88889,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,108.5555556,3768972.444,20.06,33244457.11,2.188888889,1.91,6008,6008,335.7842111,366.1855556,12,127.4444444,82.22222222,97.17777778,95.13333333,68.01222222,4699548.222,4296127.222,954424.7778,606761.4444,6232,0,0,1.007037988,179.6333333,68.7,53.55555556,99.44444444,57.77777778,14.33333333,15.11111111,60.62,160.3933333,25.38888889,23.66666667,12.66666667,16.22222222,14.22222222,10.22222222,3.444444444,1.666666667,6,15.11111111,16.55555556,6.666666667,12.77777778,3.555555556,6.666666667,5.444444444,0.666666667,0.555555556,1.555555556,0,1.111111111,0,10.11111111,2.666666667,2.333333333,1,213.6666667,0.111111111,29.88888889,2.555555556,2.333333333,73.88888889,0.777777778,56.22222222,0.111111111,6.444444444,0.888888889,0,0.111111111,0,28.44444444,57.44444444,74.55555556,45,10.22222222,2.888888889,2.777777778,5.555555556,1.333333333,0.777777778,1,1.333333333,4.777777778,6.666666667,4.333333333,7.666666667,2.555555556,3.111111111,0.222222222,0.333333333,0,0,0,0,1,16.55555556,7.666666667,4.680655556,299509.3396,113799275.7,53647.88889,47333982.56,258735.1111,78199984.56,29029.55556,9173773.222,8029.666667,4584529.667,51753.11111,6081721.889,21996.66667,5173152.222,8068.666667,6996702.556,39102.22222,5940094.222,8701,1689473,3701.111111,1155114.333,550,1089383.222,154.1111111,1201610.444,307.7777778,1588876.556,344.2222222,1544862.444,127.3333333,445002.5556,"A","B","B"
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.85638814,63.30667944,88.5457343,70.48849724,0,0,0,0,0,0,0,46709.88889,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,274.1111111,5590263.444,14.01666667,105140031.1,3.885394829,2.250174703,957312.631,84152.56044,0.013833197,3609.928773,28.44444444,303.1111111,164.1111111,99.72222222,92.84444444,86.18888889,15946388.22,14057469.22,1648530.778,240388.2222,0,0,0,1.496371291,329.3333333,116,80.66666667,186.5555556,165.2222222,24.88888889,16.77777778,1.32,308.4444444,49.55555556,4.444444444,5,28.33333333,28.22222222,15.11111111,4.222222222,2.888888889,9.777777778,28,30.77777778,8,22.33333333,3.444444444,9.555555556,8,0,0,4.333333333,0.222222222,8.888888889,0.111111111,31.11111111,3,1.888888889,1.222222222,472.7777778,0,3,4.777777778,9.111111111,168.3333333,2,91.66666667,0.888888889,0,1,1,4.333333333,4.888888889,57.33333333,124.4444444,168.3333333,23,0,3,4,14.11111111,3.555555556,0,1,2.111111111,11.88888889,20.33333333,7,15.77777778,3.333333333,7,0,0,0.222222222,0,2.333333333,0,6,29.55555556,14.11111111,1.5814,557532.5556,251671824.9,37331.33333,75333890.89,553516.6667,159836098.3,38486.22222,17448053.11,16118.88889,11005111.44,119138.3333,12874170.89,38330.77778,10939409.33,15922.55556,15329136.22,93225.66667,13531411.56,8463.111111,2789842.222,8463.111111,2789842.222,359.1111111,2925276.889,352.5555556,2874345.333,699.1111111,3201245,757.4444444,3339246.444,192.6666667,554948.1111,"B","A","B"
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5483107,66.90969889,86.3126475,69.49910462,0,0,0,0,0,0,0,38764,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,137.4444444,2647406.667,9.305555556,28319453.56,1.329839273,1.139063592,987953.1866,799406.116,0.008121018,4470.88932,16.88888889,198.1111111,84.33333333,99.98888889,99.41111111,90.46333333,3876937,3326674,489658.2222,60604.77778,0,0,0,1.6323219,304.2222222,111.2222222,74.44444444,156.6666667,102.1111111,14.22222222,8.444444444,1.721111111,270.5555556,50.33333333,6.444444444,9.555555556,19.44444444,20.55555556,7.111111111,2.333333333,1,12.66666667,23.66666667,27.22222222,8.444444444,18,7.666666667,8,10.11111111,0.444444444,1.888888889,2,0,6.111111111,0.222222222,18.77777778,7.777777778,0.444444444,0.333333333,378.1111111,0,1.444444444,3.222222222,5.222222222,129.8888889,2,79.77777778,0,0,1,0.222222222,0,0.666666667,53,101.6666667,129.8888889,20.55555556,1,4,5.111111111,8.666666667,2.222222222,0,1,3,5,16.33333333,6.222222222,14.11111111,6,4.333333333,0,0,0,0,2,0,7.222222222,18.77777778,4.333333333,2.765966667,398939.2222,193884957.4,28439,55353706.67,395686.4444,125684560.1,28393,12917705.67,11191.11111,7013672.889,91964.88889,9878244.778,26396.55556,7507377.444,12360.11111,11940173.56,62773.22222,9255901.667,6877.111111,2058092.556,6877.111111,2058092.556,272.7777778,2036609.556,277.8888889,2164767.778,627.7777778,2849836.111,762,3225595,159.4444444,426175.6667,"B","A","A"
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8448095,66.04726222,76.69390267,81.02894542,0,0,0,0,0,0,0,19897.33333,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,100.5555556,2556348.556,17.12,41997269.33,2.552061496,2.361285814,209768.4088,21221.33822,0.019034966,1771.873768,6.444444444,59.33333333,45.22222222,99.45555556,98.93333333,96.51,3352370.556,2813674.222,476065.6667,61534.88889,147.7777778,0,948,1.839235699,113.2222222,47.55555556,32.55555556,63.77777778,44.11111111,1.444444444,20,1.277777778,100.8888889,14.88888889,3.111111111,20.55555556,7.222222222,4.444444444,3.666666667,0,0.555555556,2.666666667,2,12.88888889,3.888888889,7.666666667,1.444444444,3,2,0,0.111111111,0,0,1.555555556,0,9.222222222,0,0,0,181,0,0,2.888888889,2.666666667,61.33333333,0.777777778,37.66666667,0.333333333,0,1,0.333333333,0,0.444444444,27.22222222,46.33333333,61.33333333,8.111111111,0,0,2,3.222222222,3,0,0,0.666666667,1.888888889,11,3.888888889,7.555555556,0,2,0,0,0,0,0.111111111,0,1.555555556,11.66666667,4.666666667,2.144222222,209821,84869105.11,5732.222222,25922039.44,208298.7778,53166116,15940.88889,7055068.444,6255.777778,4019676.667,50582.11111,5822644,15092.44444,4554470.111,6716.111111,6795323.889,33929.11111,4714360.556,3410.222222,1044021.444,3410.222222,1044021.444,170,1327053.222,161.7777778,1278577.222,370.8888889,1678967.111,417,1997574.556,81.22222222,287554,"B","B","B"
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.75970921,72.09059889,79.13315704,66.62344628,0,0,0,0,0,0,0,780.7777778,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,175.3333333,2719450.667,17.48888889,72359668.89,3.222222222,3.222222222,10775.77778,10775.77778,0.020975107,71.23020198,7,76.55555556,44.77777778,96.17777778,84.97777778,99.28777778,5680712.111,4474788.333,1112099,91215,2609.777778,0,0,1.637908956,110.7777778,52.22222222,36.11111111,80,53.44444444,0,4.333333333,1.277777778,103.8888889,17.88888889,0,2.111111111,10.66666667,8.888888889,0.333333333,0,0.777777778,5.111111111,6.777777778,11.33333333,6.333333333,7.444444444,3.777777778,4.666666667,4.777777778,0,0,0,0,0.888888889,0.111111111,11,0,1,0,211,0,0,4,1.555555556,76.88888889,0,40.66666667,0,0,1,0,0,0,30.88888889,56,76.88888889,10,0,0.555555556,2,5.777777778,0.111111111,0,0.777777778,2.222222222,2,9.222222222,5.333333333,7.444444444,3.666666667,4.444444444,0.777777778,0,0,0,0.888888889,0,3,14.55555556,4.111111111,1.631366667,180751.5556,80827103.22,7923.555556,11905608.78,180092.6667,62481188.11,17987.33333,8293255.556,7811.555556,5311461.556,52752.11111,6552338.556,16924.33333,5467771.444,6944.444444,7099655.556,33383.88889,5128224.889,4399,1243784,4399,1243784,172.6666667,1236663.667,204.7777778,1525032.778,390.4444444,1676109.556,463.5555556,1693543.111,102.5555556,315412.2222,"A","B","B"
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.88211352,71.00705667,85.11250016,77.2613512,0,0,0,0,0,0,0,105974.8889,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,361.6666667,11699861.56,12.87444444,459933524.3,31,2.777777778,33897854.22,206966,0.033876572,37107.55277,50.88888889,368.4444444,264.8888889,97.38888889,91.23333333,87.95666667,21605453.78,18741096.67,2071962.222,720428.6667,0,71966.22222,0,3.238588571,759.5555556,325,205.8888889,406.5555556,352.3333333,79.44444444,53.44444444,1.41,698.6666667,122.8888889,15.66666667,53.66666667,29.44444444,54.88888889,13.44444444,3.888888889,6.666666667,27.11111111,45.55555556,80.55555556,20.33333333,52,16.11111111,16.77777778,17.11111111,0.333333333,11,14.44444444,1.888888889,18.33333333,0,65.88888889,7.777777778,1.555555556,1.333333333,1052.414993,0.019187863,2.799643017,14.00847836,14.4118697,358.6876394,2.988398037,231.6804998,0.012494422,0.00669344,2.773761713,6.80455154,9.735832218,0.348058902,161.3868809,246.751004,112.8720792,16.15636066,0.658213011,3.155129538,4.098188783,7.301298129,1.526923979,0.202211869,3.225918881,3.12661542,5.909726614,8.710831922,5.637672442,8.38582993,4.273934432,3.888756992,0.725807981,0.082846101,0.049012534,0.023177353,1.178509933,0.004008967,3.031520268,20.55512612,11.16855272,1.557811111,783516.8777,359634395.7,38354.92072,97630072.99,778688.5726,226255187.8,60144.55454,27167476.62,24074.89152,15894705.11,182173.8236,17685604.14,52850.06149,15209753.08,26763.16886,25103687.04,126695.3296,17524586.99,15065.58699,4079632.424,14918.36577,4075230.471,634.6336343,4556848.374,673.779468,4774750.802,1356.604746,5569709.112,1438.362682,5030242.983,281.9115661,715380.1826,"B","B","A"
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.80837641,71.11755224,82.81837929,73.98851206,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,85.10632294,3744462.824,23.06891917,363662077.4,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,15.11111111,167.2222222,76.11111111,86.02845816,79.06340314,78.72224682,5984610.906,5498851.182,441280.3721,39749.27772,6192.077659,1119.743266,2412.202276,0.52966965,190.2222222,65.11111111,41.77777778,108.5555556,80.11111111,8.555555556,13.88888889,2.614736541,171.5555556,29.66666667,3.222222222,9.777777778,10.77777778,17.66666667,4.777777778,2.555555556,1,8.111111111,12.11111111,13.88888889,4.777777778,8.777777778,2.222222222,5.444444444,7.666666667,0.333333333,0.222222222,1.888888889,0.777777778,2.888888889,0,18.55555556,3.333333333,0.555555556,0.555555556,264.7777778,0,2,4.555555556,4.444444444,81.44444444,0,50.33333333,0,0,1,7,7,0,36.66666667,70.33333333,81.44444444,9.888888889,1,2.333333333,1.444444444,5.666666667,1.666666667,0,0,0.777777778,4.555555556,6.777777778,4.333333333,7.333333333,2.222222222,3.111111111,0.111111111,0,0,0,1,0,0.222222222,18.77777778,10.22222222,2.07733756,329617.31,184818483.7,26499.4373,60300973.66,326776.2048,111026529.1,23729.11976,10567527.43,10199.80713,7020964.398,64244.22654,7425498.784,22578.38572,7161283.403,10005.18424,11388622.98,45150.3629,7046255.484,5060.329344,1738340.742,4708.686444,1732213.664,260.1230009,1860215.207,282.088769,2140627.797,510.0738784,2259504.658,496.0400637,2128186.282,120.5914817,335338.3263,"A","A","B"
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.80837641,71.11755224,82.81837929,73.98851206,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,85.10632294,3744462.824,23.06891917,63527530.33,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,19.22222222,113.8888889,108.1111111,86.02845816,79.06340314,78.72224682,5984610.906,5498851.182,441280.3721,39749.27772,6192.077659,1119.743266,2412.202276,0.52966965,356.6666667,128.3333333,83.55555556,164.4444444,166.2222222,47.44444444,33.66666667,2.614736541,325.5555556,57.22222222,10.11111111,36.66666667,11,21,3.888888889,1.222222222,3.666666667,6.222222222,16,41,8.111111111,24.22222222,6.777777778,6.333333333,6.777777778,0,8.333333333,12,1.111111111,9.555555556,0,28.11111111,4.444444444,1,0.777777778,465.3333333,0,1,6.333333333,8.222222222,163.3333333,2,104.7777778,0,0,1,0,2,0,71.88888889,104.7777778,163.3333333,28.33333333,0,2.666666667,2.222222222,12.44444444,0.777777778,0,2.222222222,3,7,29.11111111,7.888888889,20.11111111,5.666666667,3,0,0,0,0,0,0,7.222222222,18.66666667,13,2.07733756,450933.4211,228113812.2,24477.65952,75167982.54,447427.8714,139454848.8,28541.23087,12628636.66,11910.80713,8071786.731,99543.44877,11712747.01,29356.1635,8299877.514,13192.29536,13323307.53,64710.69623,9480832.04,6899.551567,1898847.298,6547.908667,1892720.22,300.3452231,2139250.54,350.4221023,2451141.352,662.2961007,2722082.213,789.1511748,3073361.949,145.1470372,398041.6597,"B","B","A"
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.80837641,71.11755224,82.81837929,73.98851206,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,85.10632294,3744462.824,23.06891917,32743908,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,16.55555556,87.33333333,80.66666667,86.02845816,79.06340314,78.72224682,5984610.906,5498851.182,441280.3721,39749.27772,6192.077659,1119.743266,2412.202276,0.52966965,212.6666667,131.5555556,80.55555556,133.5555556,106,23.44444444,5.888888889,2.614736541,201.5555556,36,2.333333333,7.222222222,7.666666667,16.22222222,4.777777778,0.111111111,2,12.77777778,17.44444444,25.66666667,7.444444444,19,7.111111111,5,2.666666667,0,2.444444444,0.555555556,0,5.888888889,0,19.22222222,0,0,0,426.3333333,0,0,3.888888889,3.444444444,149.7777778,1.111111111,101.3333333,0,0,1,0,1,0.222222222,69.55555556,95,149.7777778,25.33333333,1.444444444,4.333333333,2.888888889,12.55555556,1.111111111,0,2,4.888888889,6.444444444,18.22222222,6.222222222,18.33333333,6.666666667,2.666666667,0.444444444,0.444444444,0,0,2,0,6.333333333,22.22222222,5.222222222,2.07733756,408632.7544,178499435.7,20589.32619,47127212.54,406374.7603,117881242.2,25976.45309,11336182.32,10676.02935,6830023.176,92561.7821,10729709.45,25956.71906,7452279.514,12686.07313,12074489.76,57216.3629,7971712.04,6356.329344,1726248.853,6004.686444,1720121.776,281.234112,1928821.54,350.1998801,2337596.019,620.4072118,2528781.991,759.1511748,2755327.727,130.8137039,395326.5486,"C","B","A"
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.38260998,67.83922111,85.11563586,74.20174747,0,0,0,0,0,0,0,45135.44444,11.06666667,17.4,5.677777778,34.84444444,-20.74444444,1334.066667,2334.555556,70.55555556,0,177.1111111,6678237.444,17.45555556,523202692.3,11.44444444,4.333333333,5825900.444,122013.6667,0.02941789,14974.62943,15.77777778,172.8888889,148,94.18888889,80.84444444,92.64888889,8988999.556,8876214,1591.111111,111194.4444,0,0,0,1.288717379,277,100.7777778,75.77777778,174.2222222,113,1.777777778,13,1.182222222,249,40,3.777777778,6.555555556,23.77777778,24.22222222,6.777777778,2.888888889,2.111111111,13,17,31.77777778,8.555555556,15.66666667,2.777777778,7,7.666666667,0,0,2,1.444444444,4.444444444,0,22.66666667,4.444444444,0.222222222,0.222222222,451.7777778,0,1,9.777777778,8.333333333,145.1111111,0,83.33333333,0,0,1,7.111111111,7,1.222222222,62.22222222,125.6666667,145.1111111,19.77777778,2,1.222222222,4,10.66666667,2.444444444,0.777777778,1,1.444444444,3.111111111,21.33333333,6.444444444,12.11111111,2.555555556,2.888888889,1,0,0,0,3.222222222,0,5.777777778,24.88888889,18.44444444,1.405477778,458130.4444,209053169.9,24060.44444,45725449.67,455977.2222,150020532.4,44303.55556,20913890.33,20333.22222,13097335.89,120967.2222,14195777.89,40275.66667,13120424.22,18020.77778,19272218.22,87417.44444,13009406.33,8722.222222,2935164,8722.222222,2935164,443.1111111,3248000.667,509.1111111,3604824,1002.777778,4080523.556,957.3333333,3689977.444,215.8888889,572572.2222,"A","A","A"
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.52158722,68.62860222,86.07201496,60.88540763,0,0,0,0,0,0,0,23222.55556,11.63333333,17.84444444,6.233333333,35.21111111,-18.55555556,1275.2,2187.911111,65.33333333,0,63.66666667,3962840.556,19.54333333,358816547.6,17,9.555555556,8777135,1191593.444,0.083396319,43134.6656,12.77777778,150.4444444,99,89.52222222,80.83333333,79.48888889,6617527.889,6208971.889,399923.5556,8632.444444,0,0,0,0.114220224,195.6666667,63.77777778,50,121.6666667,73,1.333333333,13.11111111,1.52,172.1111111,30.33333333,1.888888889,13.22222222,14,16.33333333,4.444444444,2.333333333,0.333333333,9.555555556,19.11111111,13.22222222,5.444444444,7.333333333,2.222222222,7.222222222,3.111111111,0.333333333,0,0.777777778,0,0.666666667,0.222222222,15.55555556,2.333333333,2.111111111,0,286.3333333,0,0.333333333,6.333333333,2.555555556,89.33333333,0.222222222,48.11111111,0,0,1,7.333333333,15,0,35.11111111,81,89.33333333,14.88888889,0,1.333333333,2.888888889,7.888888889,1,0,0.111111111,3.444444444,4.111111111,5.333333333,5,4.777777778,1.888888889,3.888888889,0.222222222,0,0,0,0,0,0.777777778,20.22222222,11.55555556,1.511155556,292718.3333,147736817.8,20166,32616222,291056.7778,104149509.2,24716.66667,11138127,10055.44444,6908385,59117.44444,6660061.889,21887.77778,6769398.556,9427.111111,9528173,43914.11111,6157831,4781.666667,1521224.889,4781.666667,1521224.889,231.6666667,1744190.667,244.1111111,1673075.778,461.8888889,1970774.444,420.6666667,1398451,81,236949.1111,"A","A","B"
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.61503041,70.98321067,90.85457577,76.55394746,0,0,0,0,0,0,0,20493.33333,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,91.44444444,1237546.778,6.917777778,430455397.6,17.33333333,2.555555556,16276322.89,50493.44444,0.096811909,91042.57917,11.77777778,112.2222222,82.55555556,89.02222222,62.56666667,91.77888889,7731301,7174525.667,542437.3333,10954,3384,0,0,0.142525413,168.4444444,52,43,100.3333333,84.55555556,6.777777778,15.33333333,1.473333333,149.2222222,20.77777778,3.777777778,8,12.33333333,13.22222222,6.888888889,2.222222222,1.111111111,6.888888889,10.11111111,14.22222222,5,5.777777778,1.222222222,6.111111111,5.333333333,0.111111111,0,1,0,3.777777778,0.222222222,16.22222222,2.333333333,0.666666667,1.888888889,253.4444444,0,1,4,11.11111111,69.77777778,0.666666667,40.11111111,0,0,1,9.888888889,15.88888889,0,28.44444444,71.55555556,69.77777778,8.444444444,0,0.555555556,2,3.666666667,1,0,0.222222222,1.777777778,3,9.333333333,3.555555556,4.333333333,1,1.333333333,0,0,0,0,1.333333333,0,0,16.88888889,11.33333333,1.225277778,236270.2222,132436336.9,14637.88889,45412848.56,234303.5556,78855948.22,22146.55556,10013212.89,10181.66667,6690977.111,53681.77778,6267191.778,21485,6530859.778,9797.333333,11027884,38044.88889,6039801.778,3640.111111,1426551.556,3640.111111,1426551.556,223,1451588.333,264.2222222,1825489.889,468.8888889,2134499.889,387.3333333,1490894.556,126,371560.4444,"B","A","A"
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.59693567,71.50344889,84.31339686,75.20183049,0,0,0,0,0,0,0,35617.44444,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,196.6666667,5881922.889,20.77222222,215136944,2.777777778,1.777777778,942974.1111,10291.11111,0.009867333,3377.441031,12.11111111,129.5555556,112.7777778,85.72222222,72.44444444,78.35888889,13584878.78,12812100.78,269453.6667,256164.8889,247159.4444,0,0,1.914852749,286.4444444,101.7777778,88.44444444,150.5555556,93.11111111,5.555555556,10,1.656666667,265.7777778,43.22222222,3.111111111,15.22222222,23.22222222,25.22222222,6.222222222,3.222222222,2.666666667,11.22222222,19.33333333,30.55555556,9.444444444,16.33333333,3.222222222,7.222222222,9.444444444,0,0.111111111,1.555555556,0,3.444444444,0.111111111,21.44444444,7.555555556,2.666666667,0,376.2222222,0,1.555555556,7.888888889,4.555555556,117.7777778,0,79.33333333,0,0,1,6,7.555555556,1.888888889,58.88888889,89.77777778,117.7777778,17.55555556,0,1.777777778,4.333333333,12.11111111,0.555555556,0,2,2.111111111,4.666666667,17.33333333,5.777777778,10.88888889,2.666666667,2.777777778,1.888888889,0,0,0,1.222222222,0,2.777777778,21.33333333,6,1.816766667,407081.6667,217508340,31727.88889,63690160.44,404405.3333,140854211,33771.33333,15158005.67,13799.33333,9398703.556,94196.11111,11233340,28443.77778,9208890.889,12634.88889,12855348.67,66880.55556,11004962.33,6030.555556,2079023.222,6030.555556,2079023.222,292.2222222,2184798.333,362.5555556,2841249.556,736.6666667,3213102.556,754.2222222,2785829.778,173.8888889,453448.3333,"B","A","B"
