"CHS_No","주5일이상아침식사결식률_청소년","신체이미지왜곡인지율_청소년","월간체중감소시도율_청소년","월간체중감소시도자의부적절한체중감소방법시도율_청소년","현재음주자의주류구매용이성_청소년","구매시도자의주류구매용이성_청소년","평생음주경험률_청소년","현재음주율_청소년","위험음주율_청소년","현재음주자의위험음주율_청소년","문제음주율_청소년","현재음주자의문제음주율_청소년","학교에서식사전비누이용손씻기실천율_청소년","집에서식사전비누이용손씻기실천율_청소년","주중평균수면시간_청소년","주관적수면충족률_청소년","학교에서점심식사후칫솔질실천율_청소년","주3일이상격렬한신체활동실천율_청소년","주3일이상근력강화운동실천율_청소년","안전띠착용률","횡단보도정지선준수율","횡단보도신호준수율","이륜차승차자안전모착용률","현재흡연자의담배구매용이성_청소년","구매시도자의담배구매용이성_청소년","주1일이상가정내간접흡연노출률_청소년","현재흡연율_청소년","매일흡연율_청소년","월20일이상흡연율_청소년","평생흡연경험률_청소년","미세먼지연간환경기준초과지역인구밀도","평균기온","평균최고기온","평균최저기온","최고기온","최저기온","합계강수량","합계일조시간","평균습도","지진발생횟수","공원수","공원면적","인구천명당도시공원조성면적","행정구역면적","체육시설수_전체","체육시설수_운동장","체육시설면적_전체","체육시설면적_운동장","인구천명당.체육시설수","인구천명당.체육시설면적","스포츠서비스업수","주점업수","패스트푸드점수","상수도보급률","하수도보급률","도로포장률","도로면적_합계","도로면적_일반도로","도로면적_자동차전용도로","도로면적_보행자전용도로","도로면적_자전거전용도로","도로면적_고가도로","도로면적_지하도로","보행자전용도로면적비율","의사수","치과의사수","한의사수","약사수","물리치료사수","작업치료사수","사회복지사수","인구천명당의료기관종사의사수","전문의합계","내과전문의","신경과전문의","정신건강의학과전문의","외과전문의","정형외과전문의","신경외과전문의","흉부외과전문의","성형외과전문의","마취통증의학과전문의","산부인과전문의","소아청소년과전문의","안과전문의","이비인후과전문의","피부과전문의","비뇨기과전문의","영상의학과전문의","방사선종양학과전문의","병리과전문의","진단검사의학과전문의","결핵과전문의","재활의학과전문의","핵의학과전문의","가정의학과전문의","응급의학과전문의","직업환경의학과전문의","예방의학과전문의","요양기관수_전체","요양기관수_상급종합병원","요양기관수_종합병원","요양기관수_병원","요양기관수_요양병원","요양기관수_의원","요양기관수_치과병원","요양기관수_치과의원","요양기관수_조산원","요양기관수_보건의료원","요양기관수_보건소","요양기관수_보건지소","요양기관수_보건진료소","요양기관수_한방병원","요양기관수_한의원","요양기관수_약국","의원_합계","의원_내과","의원_신경과","의원_정신건강의학과","의원_외과","의원_정형외과","의원_신경외과","의원_흉부외과","의원_성형외과","의원_마취통증의학과","의원_산부인과","의원_소아청소년과","의원_안과","의원_이비인후과","의원_피부과","의원_비뇨기과","의원_영상의학과","의원_병리과","의원_진단검사의학과","의원_결핵과","의원_재활의학과","의원_핵의학과","의원_가정의학과","의원_전문과목미표시전문의","의원_일반의","일반회계중보건세출비중","의료기관진료실인원_전체","의료기관진료비_전체","의료기관진료실인원_입원","의료기관진료비_입원","의료기관진료실인원_외래","의료기관진료비_외래","고혈압_진료실인원","고혈압_진료비","당뇨병_진료실인원","당뇨병_진료비","치주질환_진료실인원","치주질환_진료비","관절염_진료실인원","관절염_진료비","정신질환_진료실인원","정신질환_진료비","전염병_진료실인원","전염병_진료비","간질환_진료실인원","간질환_진료비","위암_진료실인원","위암_진료비","간암_진료실인원","간암_진료비","폐암_진료실인원","폐암_진료비","대장암_진료실인원","대장암_진료비","유방암_진료실인원","유방암_진료비","자궁경부암_진료실인원","자궁경부암_진료비","dia_grade","hbp_grade","dys_grade"
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.09262686,76.50219111,82.96248703,82.16271333,0,0,0,0,0,0,0,1117,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,26.11111111,102828.8889,0.627777778,13560924,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,10.88888889,203.8888889,76.66666667,100,100,78.72224682,1159653.778,1159541.111,0,112.6666667,0,0,0,0.009727277,928.5555556,81.11111111,70.66666667,198.5555556,148.6666667,40.11111111,14,6.482222222,538.2222222,118.6666667,21,11.22222222,55,40,23.77777778,11.88888889,9.777777778,27.33333333,26.88888889,27.33333333,23.88888889,17.77777778,7.333333333,15.22222222,21.55555556,3.666666667,11.66666667,8.222222222,0.111111111,13.44444444,3.888888889,26.55555556,6.666666667,2.666666667,2.666666667,343,2,0,8.555555556,7.666666667,102.8888889,0.777777778,53.33333333,0,0,1,0,0,0.444444444,60.11111111,106.2222222,102.8888889,24.44444444,0.444444444,1.555555556,3.666666667,8.111111111,3.444444444,0,2,5.333333333,6.555555556,5.111111111,4.666666667,6.333333333,2.333333333,5.333333333,0,0,0,0,2,0,3.444444444,13.88888889,4.222222222,3.486222222,579744.2222,528133525,71720.22222,242354698.2,570015.3333,258150543.3,19108.11111,9634697.778,9081,6086673,47426.66667,6193337.667,22531.11111,7676307.222,10363.66667,13855911,30531,5611168.444,4649.333333,1528915,4649.333333,1528915,239.4444444,1673534.556,235.1111111,1965448.667,511.3333333,2069591.778,398.8888889,1526929.333,124.5555556,283082.8889,"B","B","B"
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93801889,75.05806778,86.18245587,79.04901581,0,0,0,0,0,0,0,53617,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,114,1167985.111,2.622222222,73176693.78,2.312816268,1.158036974,717731.7649,116506.6094,0.017819642,5918.136599,27.88888889,379.7777778,200.6666667,100,99.71111111,78.72224682,2669012.444,2644506.889,133.3333333,24372.22222,0,0,0,0.906118571,506.3333333,148.7777778,131.2222222,269.8888889,279.6666667,80.55555556,19.66666667,1.755555556,480.6666667,84.44444444,7.555555556,20.66666667,44.11111111,41.55555556,11.33333333,2.555555556,5.333333333,20.77777778,48,48.55555556,15.55555556,23.55555556,12.77777778,16.22222222,14.77777778,0.555555556,5.222222222,4.111111111,0,10.33333333,1.444444444,37.66666667,2.555555556,0,1,690.6666667,0,1.777777778,15.88888889,8.333333333,229.3333333,2,125,1,0,1,1,0,0,112.7777778,192.5555556,229.3333333,42,1.555555556,3.222222222,11.88888889,23.77777778,3.555555556,0,2.222222222,7.111111111,14.22222222,24,12.77777778,19.66666667,6.555555556,8.888888889,0.222222222,0,0,0,0.666666667,0,4.666666667,30.55555556,11.77777778,2.8248,761887.7778,398605397.6,48656.22222,125659334.4,756316.8889,249924037.1,40779.77778,20784328.44,18772.44444,13194823.78,130830.4444,14872636.78,45678.77778,15254788,22246.55556,26726650.78,95093.66667,13421197.33,11844.66667,3207662,11844.66667,3207662,504.2222222,3320619,492.8888889,3876078.667,1022.222222,4130267.222,1029.666667,4131155.333,285.4444444,646589.7778,"B","B","B"
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.52973629,73.62743111,86.90972459,84.8255296,0,0,0,0,0,0,0,2647.666667,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,113,2648047.667,5.804444444,59472422.78,2.646149601,2.046925863,735841.9871,148755.7206,0.018296078,5953.266217,28.44444444,394.2222222,166.3333333,100,99.28888889,78.72224682,1852281.556,1831124.111,0,21157.44444,0,0,0,1.143747611,525.7777778,207.2222222,237.4444444,254.1111111,155.4444444,12.77777778,9,2.126666667,505.8888889,95.22222222,9,20.66666667,37.77777778,31.55555556,14,2.444444444,4.444444444,27,59.11111111,54.33333333,28.55555556,32.11111111,23.66666667,15.33333333,10.77777778,0.111111111,9.111111111,2.888888889,0.111111111,4.666666667,0,21.66666667,0.555555556,0,0.777777778,827,0,0.222222222,17.44444444,5.111111111,290.1111111,5.333333333,152.4444444,0.222222222,0,1,0,0,2.444444444,179.4444444,173.2222222,290.1111111,59.44444444,2.333333333,12.66666667,14.33333333,14.22222222,7.444444444,1,4.444444444,14.55555556,17.55555556,22.55555556,17.55555556,27.44444444,18.77777778,12.11111111,1,3.444444444,0,0,1.777777778,0,3,23.44444444,11,2.848788889,865084,339295319.1,50610.77778,76464101.78,860166.3333,239384033.4,42668.77778,20666139.11,18594.55556,12789558.89,145092.8889,16529562.33,48318.11111,14511217.67,24901.11111,29715217.56,94697.11111,13792989.56,11722.44444,2857962.667,11722.44444,2857962.667,498.6666667,3308471.889,530.3333333,3803848.111,1104.777778,4070521,1281.222222,4765387.667,263.1111111,636210.4444,"C","C","B"
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.28580011,72.42529033,83.75964361,84.10839183,0,0,0,0,0,0,0,3222.888889,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,162.4444444,1696593.333,2.806666667,48487640.11,2,2,51282,51282,0.003108529,85.08994918,38.33333333,530.4444444,237.8888889,100,100,78.72224682,3043855.778,2989296,0,54550.88889,0,0,0,1.789447881,748.3333333,219.3333333,186.1111111,359.6666667,248.3333333,19.22222222,29.22222222,1.914444444,722,128.5555556,13.88888889,33.33333333,52.77777778,63.22222222,37.11111111,3.888888889,7.888888889,40.77777778,66,70.33333333,24.77777778,40.44444444,20.44444444,23.88888889,30.77777778,0.222222222,0.111111111,6.333333333,1.333333333,8.777777778,1,37.44444444,1.111111111,5.333333333,2.222222222,940.7777778,0,2.555555556,30.66666667,8.555555556,328.1111111,3.777777778,162.6666667,0,0,1,0,0,0.777777778,162.7777778,239.8888889,328.1111111,69.44444444,5.666666667,6.333333333,14,24.11111111,8.333333333,0.222222222,4.333333333,8.777777778,20.55555556,23.77777778,18,37.77777778,13.22222222,14.44444444,3,0,0,0,0.777777778,0,8.666666667,34.66666667,12,3.111166667,1083675.667,546952224.3,90413.22222,157597379.2,1076209.556,352580296.3,54630.44444,27109883.44,25705,17553560.44,181309.1111,20600858,65794,19851150.78,29435.22222,37216099.78,123983.7778,18508644.56,17771.44444,4593423.444,17771.44444,4593423.444,618.3333333,4543500.111,669.2222222,5321754.444,1252.777778,5280430.778,1405.222222,5444763.111,361.8888889,841687.6667,"B","B","B"
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.96000482,68.15861667,79.05911934,69.29634432,0,0,0,0,0,0,0,0,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,118.2222222,3815557.778,20.11111111,331908622.2,4.777777778,4.777777778,293499.5556,293499.5556,0.025746794,1588.974736,6.333333333,60.77777778,83.66666667,99.52222222,79.57777778,78.72224682,5246648.222,5141915.444,0,104732.7778,0,0,0,2.007959424,147.7777778,46,49.77777778,91,58.88888889,1.555555556,9,1.306666667,134.7777778,25.44444444,3.111111111,10.22222222,16,12,1.444444444,0.222222222,0.777777778,8.222222222,6.777777778,11.88888889,4.888888889,9.222222222,0.777777778,6.666666667,1.555555556,0,0,0,0,1.444444444,0,13.66666667,0.444444444,0,0,256.4444444,0,0,7.777777778,3.444444444,82.22222222,0,37.33333333,0,0,1,8,8.777777778,0.111111111,39.66666667,68.11111111,82.22222222,15,0.333333333,0,7.444444444,5.222222222,0.222222222,0,0,4.333333333,3,10.11111111,4.666666667,8.777777778,0.666666667,3.888888889,0,0,0,0,0.333333333,0,2.555555556,10.33333333,5.333333333,2.138377778,276286.3333,111496182.4,10001.33333,23908683.89,274588.4444,80830618.44,18943,8855349.444,8489.111111,5653062.889,56218.88889,6488199.667,23151,7467634.222,9474.222222,14364862.56,41697.66667,6316106,5195.777778,1476606.222,5195.777778,1476606.222,218.8888889,1492197.444,254.6666667,2011489.111,414.6666667,1777925.222,419.5555556,1616938.333,103.5555556,233785.3333,"B","B","B"
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.65064637,74.25347333,91.8125395,84.19288951,0,0,0,0,0,0,0,12674.66667,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,45.33333333,5495589,53.79666667,100646289.8,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,8.333333333,112.4444444,45.55555556,94.91111111,88.6,78.72224682,3975309.222,3279871.556,618372.1111,77065.55556,0,0,0,0.850406877,516,57.11111111,27.11111111,98.33333333,46.33333333,6.888888889,6.111111111,5.973333333,275.8888889,65.33333333,7.222222222,8.666666667,25.55555556,14,10.44444444,4.444444444,4.333333333,11.77777778,12.44444444,14.11111111,10.88888889,12.11111111,5.333333333,10,14.77777778,2.111111111,7.444444444,5,0.111111111,4.666666667,1.333333333,11.66666667,8.222222222,3.444444444,0.444444444,151.3333333,1,1.555555556,0.111111111,2.555555556,45.33333333,0,32,0,0,1.333333333,2,1,0.444444444,13.88888889,50.11111111,45.33333333,6.222222222,0,1,1.111111111,2,0,0,2,0,2,2.666666667,3.777777778,4.111111111,0.111111111,2,0,0,0,0,0,0,1,11.22222222,6.111111111,1.968233333,342209.3333,253207354.8,35129.66667,109773503.4,337746.5556,129084074.7,12620.33333,6278507.667,5487,3953048.667,31181.88889,3785114.667,11569.44444,3905790.111,4787.111111,5203750.444,20121.33333,3573624.222,2585.111111,853516.7778,2585.111111,853516.7778,108.8888889,825217.4444,132.8888889,1166185.444,254.1111111,1152903.667,237.3333333,1012923.667,63.77777778,170793.8889,"A","A","B"
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.61659501,74.93730222,84.62102093,74.48211513,0,0,0,0,0,0,0,15471.22222,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,30.11111111,248251,3.248888889,5591775.556,2.378175746,1.982754741,441489.9788,54230.45436,0.03078501,4024.495342,2.222222222,56.66666667,21.22222222,100,96.52222222,78.72224682,754506,741257.2222,0,481.7777778,0,0,12767,0.081599812,96.66666667,29.22222222,19.33333333,54.33333333,52.55555556,0.888888889,2.333333333,1.928888889,92.33333333,18.55555556,2,2.555555556,9,12.88888889,3.777777778,1.555555556,0,5.444444444,5.111111111,4.222222222,2.777777778,4.444444444,0,2,3.222222222,0,0,2.555555556,0,1,0,6.777777778,2.222222222,2.222222222,0,122,0,1.555555556,0.888888889,0,41.33333333,0,21.55555556,0,0,1,0,0,0,18.33333333,37.33333333,41.33333333,6.555555556,0,0,1.111111111,5.333333333,0,0,0,1,2,1.444444444,1,3,0,1,0,0,0,0,0,0,0,15.77777778,3.111111111,2.521966667,168611.2222,74112168,10370.55556,23003797.33,167074.1111,46090981.33,10746.11111,5036498.556,4393.333333,2928973.889,21621.33333,2920622.778,9191.777778,3754446.556,3682.111111,4613419.556,14918.22222,2750869.444,2226.222222,726969.1111,2226.222222,726969.1111,82.22222222,604139.3333,102,963309.7778,186.3333333,929607.2222,166.5555556,711767.8889,52.55555556,162320.5556,"A","A","B"
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.48260651,70.18178889,87.09971949,84.84610076,0,0,0,0,0,0,0,11157.33333,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,88.44444444,2092289.667,5.018888889,19322063.56,4.372377087,2.907381514,1683928.876,262493.1908,1.751356738,14968.33342,27.77777778,435.5555556,150.6666667,100,100,78.72224682,3662914.222,3294483.222,362307.3333,6123.666667,0,0,0,0.180894506,445.6666667,128,107.2222222,232.5555556,220.6666667,23.11111111,18.66666667,1.642222222,410.7777778,65.66666667,4.222222222,16.88888889,33.77777778,46.33333333,13.44444444,2.333333333,1.777777778,20.22222222,52.11111111,37.33333333,11.11111111,18,3.666666667,11.77777778,10.77777778,0.444444444,0.888888889,2.222222222,1,8.888888889,0,39.11111111,6.666666667,1.888888889,0.222222222,600.7777778,0,1.777777778,7.222222222,9.888888889,214.4444444,1,108.4444444,0,0,1.666666667,0.444444444,0,2.555555556,83.44444444,169.8888889,214.4444444,29.11111111,1.666666667,9.333333333,5.777777778,20.33333333,4.222222222,0,1.444444444,3.222222222,10.11111111,18.22222222,8.444444444,14.77777778,3.444444444,6.333333333,2.444444444,0,0,0,4.222222222,0,5.888888889,43.33333333,22.11111111,2.737577778,665091.1111,329434105.2,53886.33333,98854128.22,658349.8889,209099460,50541.66667,24303553.78,20991.66667,13743025.56,120130.4444,14965176.56,44037.77778,15221793,18603.66667,20146977.56,77421.66667,12818990.22,9572.888889,3449057.778,9572.888889,3449057.778,448.6666667,3455966,500.8888889,4276863.333,981,4660992.444,951.4444444,4148609.667,272.4444444,757874.6667,"B","B","B"
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.33247222,75.30088444,90.46402459,75.64371,0,0,0,0,0,0,0,3019,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,80.77777778,4271901.667,14.32888889,35742568,1.888888889,1.777777778,167760.5556,111013.8889,0.00612555,537.7055008,16.44444444,268.5555556,90.22222222,100,99.88888889,78.72224682,3257397.889,3136771.111,102246.6667,18380.11111,0,0,0,0.383304245,244.8888889,94.22222222,65.11111111,126.8888889,110.5555556,14.66666667,6.111111111,1.358888889,229,37,3.777777778,6.666666667,18,22.22222222,9.666666667,0.444444444,2.888888889,10.22222222,15.66666667,21.88888889,8.888888889,14.22222222,6.555555556,6.444444444,8.222222222,0,2.777777778,4.777777778,1,4.666666667,0,17.33333333,3.444444444,1.777777778,0.444444444,338.4444444,0,1.888888889,3.111111111,2.777777778,126,0.444444444,72.33333333,0,0,1,0.333333333,0,0.666666667,52.22222222,77.66666667,126,17.11111111,0.111111111,4.555555556,3.222222222,8,3.333333333,0,1.666666667,3.777777778,7.111111111,13.55555556,5.333333333,11.66666667,6.111111111,2.777777778,0.111111111,0,0,0,1,0,3.222222222,22.33333333,11,2.859644444,447764.1111,176617152.8,25937.11111,48698058.67,445152.2222,116223407.7,27853.77778,12127287.89,11991.55556,7410560.556,93279.77778,10551010.11,25872.22222,8013413,12639.22222,11900771.56,58501.33333,8677108.444,6020,1980129.778,6020,1980129.778,250,1861145.222,263.4444444,2053888.556,560.5555556,2428512,738.1111111,3126612.444,144.5555556,387864.3333,"B","B","A"
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.32566773,73.11380156,90.25095223,80.57623768,0,0,0,0,0,0,0,5743.444444,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,149.7777778,5597486.333,11.44333333,44318148.89,3.89571042,2.651825959,1393550.971,187339.7091,1.745717849,12536.65637,27.11111111,346.4444444,183.6666667,99.92222222,99.91111111,78.72224682,4677733.778,4618842,20604.44444,32536.66667,5750.666667,0,0,0.743774888,927.2222222,208.1111111,147.7777778,292.1111111,280.5555556,56.11111111,20.88888889,2.574444444,649.7777778,131.2222222,11.88888889,20.44444444,55.11111111,48.66666667,23.11111111,14.11111111,14.22222222,25.33333333,44.55555556,48.88888889,25.44444444,35.33333333,22.77777778,21,20.44444444,2.444444444,6.666666667,5.111111111,0,15.44444444,1.888888889,42.88888889,9.666666667,2,1.111111111,762.8888889,1,0,10.44444444,8,294.2222222,0.111111111,142,0,0,1,0.333333333,0,1.555555556,112.8888889,191.3333333,294.2222222,44.88888889,3.333333333,4.666666667,16.11111111,21.77777778,3.555555556,1,9.444444444,6.555555556,13.11111111,26,12.22222222,22.44444444,11.77777778,10.11111111,1,0,0,0,2.666666667,0,3.444444444,53,27.11111111,2.487222222,925998.1111,588232567.8,74928.77778,213401746.2,919187.2222,341303688,52092.55556,24975381.22,21397.88889,13937321.78,152002,18056160.89,48097.11111,15233702.44,20770.77778,21859099.22,103747.8889,15627640.78,11454.77778,3567380.667,11454.77778,3567380.667,468.4444444,3823200,511.6666667,4166486.333,1057.777778,4975562,1185.222222,5291430.333,288.6666667,835950.2222,"B","A","A"
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.99874069,61.71369111,91.55778026,77.29471977,0,0,0,0,0,0,0,71675,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,125.2222222,4332628.111,7.714444444,24887838.44,7.229043753,5.985159292,1385778.082,179566.8202,1.751617849,12516.92192,33.44444444,447.1111111,179,100,100,78.72224682,8888529.556,8888529.556,0,0,0,0,0,0,745.1111111,226.5555556,148.7777778,314.8888889,313.4444444,67.44444444,25.66666667,2.002222222,616,103,9.444444444,19.33333333,46.66666667,50.66666667,31.77777778,9.666666667,13,30.77777778,54.66666667,42.33333333,31.33333333,30.22222222,12.33333333,17.44444444,17.11111111,2.555555556,4.777777778,3.555555556,0.666666667,16.66666667,1.333333333,51.11111111,11,4,0.555555556,809.2222222,0.222222222,2.111111111,14.44444444,5.222222222,294.3333333,2,162.3333333,0,0,1,0.666666667,0,3.555555556,116.6666667,206.6666667,294.3333333,42.33333333,2,7,8.666666667,20.88888889,5.777777778,1.333333333,8.555555556,4.555555556,16.66666667,27.77777778,10,17.33333333,9,8,0.666666667,0,0,0,4,0,8.444444444,66.88888889,24.44444444,2.528911111,897421.4444,524856460.7,73832.77778,176189683.7,892349.4444,316402925.9,59837.66667,28378278,25286.44444,16951750.22,169280.5556,20436693.33,56674.77778,19051507.11,25191.44444,26617077.78,111900.7778,17786905.11,12596.66667,4238106.222,12596.66667,4238106.222,549.1111111,4480273,586.3333333,4958679.444,1216.222222,5819905.222,1328.888889,5455715.889,339.8888889,918821.6667,"B","B","A"
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.27421793,64.99255333,88.13291824,74.90986229,0,0,0,0,0,0,0,43170.66667,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,67.33333333,1316720.667,3.856666667,35443611.22,3.111111111,2.777777778,257246.3333,18246.33333,0.009301915,745.6341148,21.33333333,241.6666667,110.3333333,99.98888889,99.27777778,78.72224682,4260665.333,3933279.667,317950.4444,8985.444444,0,0,0,0.25336719,305.2222222,116.7777778,98.66666667,164.8888889,171.1111111,26.22222222,21,1.527777778,280.3333333,45.33333333,1.111111111,15.22222222,24.11111111,26.33333333,6.555555556,4.555555556,1.777777778,8,26.88888889,24.55555556,8.555555556,18.55555556,5.555555556,10.55555556,6.111111111,0.111111111,0.555555556,1,0,9.666666667,0.222222222,28.33333333,6,0.666666667,0,442.2222222,0,1,7,9.222222222,153.1111111,0,96.55555556,0.555555556,0,1,1,0,2.444444444,67.33333333,103,153.1111111,23.33333333,0,4.111111111,7.222222222,14.44444444,2,0.111111111,1,1.222222222,7,17.11111111,7.666666667,14.55555556,3,4,0,0,0,0,2.777777778,0,2.333333333,30.22222222,11,2.965255556,474439.7778,225221596.9,31086.77778,71092616.78,470367.5556,139764559.1,32822,14977521.56,13495.33333,8783582.222,100331.5556,11849483.78,31207.66667,10201639.33,14317.33333,14653676.78,69345.22222,10334912.22,7598.555556,2281214,7598.555556,2281214,292.7777778,2384827.556,306.3333333,2703815.667,647.8888889,3195043.444,770.1111111,3378045.333,188.2222222,542803.8889,"A","A","A"
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63455649,65.51200389,90.01088882,81.51835004,0,0,0,0,0,0,0,57474.33333,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,191.4444444,8488623.889,18.50222222,89157313.78,4.888888889,3.333333333,815589.6667,284672.3333,0.01066252,1773.378808,21.88888889,257.2222222,145.3333333,99.91111111,99.12222222,78.72224682,8813179.667,8569011,232094.6667,10734,0,1340,0,0.071111111,433.3333333,122.7777778,84.11111111,201.8888889,177.3333333,19.55555556,24.44444444,1.382222222,400.6666667,69,5.111111111,20.11111111,35.11111111,40.88888889,12.66666667,2.666666667,2.444444444,12.55555556,32.77777778,40.33333333,12.22222222,22.11111111,3.333333333,12.66666667,10,0.333333333,1.777777778,4.444444444,0,5.222222222,0.888888889,32.55555556,12.66666667,6.111111111,2.666666667,508.1111111,0,3.888888889,6.777777778,7.666666667,184.5555556,0.111111111,100,1,0,1,1,0,1.555555556,70,130.5555556,184.5555556,25.22222222,0,2.111111111,6.777777778,17.88888889,2.444444444,0,0.333333333,2.333333333,14.11111111,24,8.555555556,17.77777778,1.777777778,4.888888889,0,0,0,0,0.777777778,0,2.222222222,36.77777778,16.55555556,2.261877778,612538.4444,321455022.8,52285.66667,106856577.9,606471,197118669.6,44070.55556,20448469.11,18796.77778,12295945.56,141041.2222,16249529.67,39911.66667,13418007.44,18252.22222,21747981.56,101586.2222,15394729.11,10307.77778,3384657.556,10307.77778,3384657.556,420.3333333,3339815.556,395.2222222,3548146.667,833.1111111,3964122.667,1029.888889,4604906.667,246.6666667,696848.5556,"B","B","B"
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.27737099,72.54559222,89.23735414,80.39051183,0,0,0,0,0,0,0,36.44444444,11.34444444,16.28888889,6.666666667,33.87777778,-16.41111111,1287.677778,2203.366667,69.44444444,0,10.22222222,1043643,15.56666667,319953600,3.201705157,2.491370308,783196.0982,167887.6094,0.042067887,7873.544686,2.111111111,37.22222222,21.22222222,58.23333333,51.5,78.72224682,954127.3333,954127.3333,0,0,0,0,0,0,67.44444444,17.88888889,31,30.66666667,18.66666667,0,4.666666667,1.732222222,48.77777778,6.222222222,1.777777778,6,8.444444444,2.111111111,1.444444444,0,0.333333333,2.111111111,3,2.666666667,2,1.333333333,0,1.888888889,1,0,0.111111111,0.888888889,0,1.222222222,0,4.888888889,1,0.222222222,0.111111111,100.7777778,0,0,2,3,19.44444444,0,12.66666667,0,0,1,12,14,0,15.55555556,21.11111111,19.44444444,2,0,0,1,1,1,0,0,0,0,1,2,1,0,0.555555556,0,0,0,0,0,0,0,6.222222222,3.666666667,1.8604,73420.22222,43165339.22,3886.444444,11099780.33,72667.22222,28987213.56,13574.22222,6206627.444,4572.111111,3218230.333,20618.44444,2788772.444,10166.44444,3872775,3930,4825877.111,12105.11111,2314429.889,1540.444444,714987.1111,1540.444444,714987.1111,113.4444444,873208.5556,156,1187343.778,263,1151538.444,205.3333333,802397.6667,40.66666667,105264.2222,"B","A","A"
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.23914446,63.99460611,81.71064827,69.35805754,0,0,0,0,0,0,0,19620.53182,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,85.10632294,3744462.824,23.06891917,133629338.7,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,0.666666667,15.22222222,5.777777778,23.73333333,27.42222222,78.72224682,30060,30060,0,0,0,0,0,0,24,8.222222222,8.333333333,2.444444444,3.666666667,0,0,2.055555556,14.11111111,1.333333333,0.333333333,0,0.111111111,0.777777778,0.111111111,0,0.888888889,3.555555556,1.777777778,1,0.333333333,0.333333333,0,1.111111111,0,0.111111111,0,0.222222222,0,0.444444444,0.333333333,0.222222222,1.111111111,0,0,26,0,0,1,0,1.888888889,0,1.333333333,0,0,0,7.555555556,10,0,1.888888889,2.333333333,1.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1.555555556,2.252711111,19895.33333,2664910.889,143.5555556,62271.66667,19872.66667,2361728.444,3830.888889,1649966.556,1286.444444,771610.6667,6216.111111,706984.6667,3537.444444,1101176.111,994.7777778,1049379.111,3943.666667,657623.7778,532.8888889,238315.8889,532.8888889,238315.8889,40.66666667,249007.1111,40.66666667,282687.6667,56.66666667,270235.6667,44.11111111,221200.6667,14.22222222,37466.11111,"A","A","C"
